Date,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Revenue,Discount,Profit,Cost
30/9/2023,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,19,8,22,364,54,212,152
30/9/2023,United States,Washington,Clothing,Gloves,"Half-Finger Gloves, M",11,9,24,206,58,107,99
30/9/2023,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,529,101,295,234
30/9/2023,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,670,100,384,286
30/9/2023,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,382,108,200,182
30/9/2023,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",3,38,50,149,1,35,114
30/9/2023,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,3506,72,1335,2171
30/9/2023,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,427,113,83,344
30/9/2023,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,7084,72,2742,4342
30/9/2023,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 62",4,2171,3578,14169,143,5485,8684
30/9/2023,United States,California,Clothing,Socks,"Racing Socks, L",29,3,9,256,5,169,87
30/9/2023,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,32,13,35,1109,11,693,416
30/9/2023,United States,Oregon,Accessories,Tires and Tubes,HL Mountain Tire,4,13,35,120,20,68,52
30/9/2023,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,2,2,5,10,0,6,4
30/9/2023,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,31,9,11,20
30/9/2023,Australia,Queensland,Accessories,Tires and Tubes,HL Road Tire,25,12,33,693,132,393,300
30/9/2023,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,8,2,5,39,1,23,16
30/9/2023,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,14,0,7,7
30/9/2023,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,12,4,4,8
30/9/2023,Germany,Saarland,Accessories,Tires and Tubes,Touring Tire,24,11,29,571,125,307,264
29/9/2023,France,Essonne,Accessories,Bottles and Cages,Mountain Bottle Cage,25,4,10,240,10,140,100
29/9/2023,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,12,4,10,104,16,56,48
29/9/2023,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,8,3,8,63,1,39,24
29/9/2023,United States,Washington,Accessories,Fenders,Fender Set - Mountain,21,8,22,360,102,192,168
29/9/2023,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,450,5,281,169
29/9/2023,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,35,0,22,13
29/9/2023,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",21,38,50,819,231,21,798
29/9/2023,Australia,New South Wales,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",20,38,50,870,130,110,760
29/9/2023,Germany,Hessen,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,6655,501,2313,4342
29/9/2023,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120,1098,22,385,713
29/9/2023,Canada,British Columbia,Clothing,Shorts,"Women's Mountain Shorts, S",7,26,70,485,5,303,182
29/9/2023,United States,California,Clothing,Socks,"Racing Socks, M",29,3,9,256,5,169,87
29/9/2023,France,Val d'Oise,Accessories,Tires and Tubes,LL Road Tire,12,8,21,199,53,103,96
29/9/2023,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,4,0,2,2
29/9/2023,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,66,19,32,34
29/9/2023,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,4,1,2,2
29/9/2023,France,Essonne,Accessories,Bottles and Cages,Mountain Bottle Cage,25,4,10,240,10,140,100
29/9/2023,Australia,New South Wales,Accessories,Bottles and Cages,Mountain Bottle Cage,12,4,10,104,16,56,48
29/9/2023,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,8,3,8,63,1,39,24
29/9/2023,United States,Washington,Accessories,Fenders,Fender Set - Mountain,21,8,22,360,102,192,168
29/9/2023,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,450,5,281,169
29/9/2023,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,35,0,22,13
29/9/2023,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",21,38,50,819,231,21,798
29/9/2023,Australia,New South Wales,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",20,38,50,870,130,110,760
29/9/2023,Germany,Hessen,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,6655,501,2313,4342
29/9/2023,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120,1098,22,385,713
29/9/2023,Canada,British Columbia,Clothing,Shorts,"Women's Mountain Shorts, S",7,26,70,485,5,303,182
29/9/2023,United States,California,Clothing,Socks,"Racing Socks, M",29,3,9,256,5,169,87
29/9/2023,France,Val d'Oise,Accessories,Tires and Tubes,LL Road Tire,12,8,21,199,53,103,96
29/9/2023,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,4,0,2,2
29/9/2023,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,66,19,32,34
29/9/2023,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,4,1,2,2
28/9/2023,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,82,23,40,42
28/9/2023,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,17,3,9,150,3,99,51
28/9/2023,United States,Oregon,Accessories,Cleaners,Bike Wash - Dissolver,9,3,8,62,10,35,27
28/9/2023,United States,California,Accessories,Fenders,Fender Set - Mountain,29,8,22,625,13,393,232
28/9/2023,Germany,Nordrhein-Westfalen,Accessories,Fenders,Fender Set - Mountain,9,8,22,172,26,100,72
28/9/2023,France,Nord,Clothing,Gloves,"Half-Finger Gloves, L",12,9,24,251,37,143,108
28/9/2023,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,30,5,17,13
28/9/2023,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,336,14,206,130
28/9/2023,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,164,46,86,78
28/9/2023,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,274,6,170,104
28/9/2023,Canada,British Columbia,Accessories,Hydration Packs,Hydration Pack - 70 oz.,12,21,55,653,7,401,252
28/9/2023,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,1633,68,550,1083
28/9/2023,United States,California,Clothing,Shorts,"Women's Mountain Shorts, L",3,26,70,206,4,128,78
28/9/2023,United States,Washington,Clothing,Socks,"Racing Socks, M",12,3,9,84,24,48,36
28/9/2023,Australia,Victoria,Accessories,Tires and Tubes,ML Road Tire,8,9,25,158,42,86,72
28/9/2023,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,27,2,5,117,18,63,54
28/9/2023,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,15,2,5,65,10,35,30
28/9/2023,United Kingdom,England,Accessories,Tires and Tubes,ML Mountain Tire,12,11,30,346,14,214,132
28/9/2023,Germany,Hamburg,Accessories,Tires and Tubes,Touring Tire,20,11,29,539,41,319,220
28/9/2023,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,24,0,12,12
28/9/2023,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,38,0,19,19
28/9/2023,United States,California,Accessories,Tires and Tubes,HL Road Tire,12,12,33,388,8,244,144
28/9/2023,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,82,23,40,42
28/9/2023,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,17,3,9,150,3,99,51
28/9/2023,United States,Oregon,Accessories,Cleaners,Bike Wash - Dissolver,9,3,8,62,10,35,27
28/9/2023,United States,California,Accessories,Fenders,Fender Set - Mountain,29,8,22,625,13,393,232
28/9/2023,Germany,Nordrhein-Westfalen,Accessories,Fenders,Fender Set - Mountain,9,8,22,172,26,100,72
28/9/2023,France,Nord,Clothing,Gloves,"Half-Finger Gloves, L",12,9,24,251,37,143,108
28/9/2023,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,30,5,17,13
28/9/2023,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,336,14,206,130
28/9/2023,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,164,46,86,78
28/9/2023,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,274,6,170,104
28/9/2023,Canada,British Columbia,Accessories,Hydration Packs,Hydration Pack - 70 oz.,12,21,55,653,7,401,252
28/9/2023,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,1633,68,550,1083
28/9/2023,United States,California,Clothing,Shorts,"Women's Mountain Shorts, L",3,26,70,206,4,128,78
28/9/2023,United States,Washington,Clothing,Socks,"Racing Socks, M",12,3,9,84,24,48,36
28/9/2023,Australia,Victoria,Accessories,Tires and Tubes,ML Road Tire,8,9,25,158,42,86,72
28/9/2023,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,27,2,5,117,18,63,54
28/9/2023,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,15,2,5,65,10,35,30
28/9/2023,United Kingdom,England,Accessories,Tires and Tubes,ML Mountain Tire,12,11,30,346,14,214,132
28/9/2023,Germany,Hamburg,Accessories,Tires and Tubes,Touring Tire,20,11,29,539,41,319,220
28/9/2023,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,24,0,12,12
28/9/2023,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,38,0,19,19
28/9/2023,United States,California,Accessories,Tires and Tubes,HL Road Tire,12,12,33,388,8,244,144
27/9/2023,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,941,19,581,360
27/9/2023,Australia,Tasmania,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,45,10,23,22
27/9/2023,Australia,Tasmania,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,81,19,41,40
27/9/2023,Australia,South Australia,Clothing,Caps,AWC Logo Cap,20,7,9,148,32,8,140
27/9/2023,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,115,25,63,52
27/9/2023,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,277,3,173,104
27/9/2023,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,485,5,303,182
27/9/2023,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,381,4,238,143
27/9/2023,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,605,25,371,234
27/9/2023,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",19,42,54,811,215,13,798
27/9/2023,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",19,42,54,882,144,84,798
27/9/2023,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",15,38,50,720,30,150,570
27/9/2023,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",3,1912,3400,8058,2142,2322,5736
27/9/2023,United States,California,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,2394,49,839,1555
27/9/2023,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,2052,391,533,1519
27/9/2023,Germany,Hessen,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,11,1,5,6
27/9/2023,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,52,2,25,27
27/9/2023,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,10,1,4,38,2,28,10
27/9/2023,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,27,13,35,926,19,575,351
27/9/2023,United States,California,Accessories,Tires and Tubes,ML Mountain Tire,24,11,30,706,14,442,264
27/9/2023,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,44,10,17,27
27/9/2023,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,32,0,16,16
27/9/2023,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,7,11,30,208,2,131,77
27/9/2023,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,6,0,3,3
27/9/2023,United States,California,Bikes,Touring Bikes,"Touring-1000 Blue, 60",1,1482,2384,2336,48,854,1482
27/9/2023,Australia,New South Wales,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",1,1482,2384,2074,310,592,1482
27/9/2023,Australia,New South Wales,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",1,1482,2384,2074,310,592,1482
27/9/2023,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,941,19,581,360
27/9/2023,Australia,Tasmania,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,45,10,23,22
27/9/2023,Australia,Tasmania,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,81,19,41,40
27/9/2023,Australia,South Australia,Clothing,Caps,AWC Logo Cap,20,7,9,148,32,8,140
27/9/2023,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,115,25,63,52
27/9/2023,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,277,3,173,104
27/9/2023,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,485,5,303,182
27/9/2023,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,381,4,238,143
27/9/2023,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,605,25,371,234
27/9/2023,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",19,42,54,811,215,13,798
27/9/2023,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",19,42,54,882,144,84,798
27/9/2023,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",15,38,50,720,30,150,570
27/9/2023,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",3,1912,3400,8058,2142,2322,5736
27/9/2023,United States,California,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,2394,49,839,1555
27/9/2023,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,2052,391,533,1519
27/9/2023,Germany,Hessen,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,11,1,5,6
27/9/2023,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,52,2,25,27
27/9/2023,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,10,1,4,38,2,28,10
27/9/2023,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,27,13,35,926,19,575,351
27/9/2023,United States,California,Accessories,Tires and Tubes,ML Mountain Tire,24,11,30,706,14,442,264
27/9/2023,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,44,10,17,27
27/9/2023,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,32,0,16,16
27/9/2023,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,7,11,30,208,2,131,77
27/9/2023,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,6,0,3,3
27/9/2023,United States,California,Bikes,Touring Bikes,"Touring-1000 Blue, 60",1,1482,2384,2336,48,854,1482
27/9/2023,Australia,New South Wales,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",1,1482,2384,2074,310,592,1482
27/9/2023,Australia,New South Wales,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",1,1482,2384,2074,310,592,1482
26/9/2023,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,126,9,72,54
26/9/2023,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,49,1,29,20
26/9/2023,Australia,Victoria,Accessories,Cleaners,Bike Wash - Dissolver,19,3,8,120,32,63,57
26/9/2023,Germany,Saarland,Accessories,Fenders,Fender Set - Mountain,1,8,22,18,4,10,8
26/9/2023,United States,California,Clothing,Gloves,"Half-Finger Gloves, S",10,9,24,235,5,145,90
26/9/2023,Germany,Brandenburg,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,554,6,346,208
26/9/2023,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,549,11,341,208
26/9/2023,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",12,42,54,544,104,40,504
26/9/2023,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",16,38,50,792,8,184,608
26/9/2023,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",26,42,54,1109,295,17,1092
26/9/2023,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,754,15,334,420
26/9/2023,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,1109,11,396,713
26/9/2023,Germany,Brandenburg,Bikes,Road Bikes,"Road-550-W Yellow, 40",3,713,1120,3326,34,1187,2139
26/9/2023,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 48",3,713,1120,2654,706,515,2139
26/9/2023,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,29,1,4,115,1,86,29
26/9/2023,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,25,2,5,123,2,73,50
26/9/2023,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,11,2,5,53,2,31,22
26/9/2023,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,45,7,19,26
26/9/2023,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,14,2,6,8
26/9/2023,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,9,3,3,6
26/9/2023,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,34,6,14,20
26/9/2023,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,18,2,5,88,2,52,36
26/9/2023,United States,California,Accessories,Tires and Tubes,Road Tire Tube,10,1,4,39,1,29,10
26/9/2023,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,126,9,72,54
26/9/2023,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,49,1,29,20
26/9/2023,Australia,Victoria,Accessories,Cleaners,Bike Wash - Dissolver,19,3,8,120,32,63,57
26/9/2023,Germany,Saarland,Accessories,Fenders,Fender Set - Mountain,1,8,22,18,4,10,8
26/9/2023,United States,California,Clothing,Gloves,"Half-Finger Gloves, S",10,9,24,235,5,145,90
26/9/2023,Germany,Brandenburg,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,554,6,346,208
26/9/2023,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,549,11,341,208
26/9/2023,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",12,42,54,544,104,40,504
26/9/2023,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",16,38,50,792,8,184,608
26/9/2023,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",26,42,54,1109,295,17,1092
26/9/2023,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,754,15,334,420
26/9/2023,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,1109,11,396,713
26/9/2023,Germany,Brandenburg,Bikes,Road Bikes,"Road-550-W Yellow, 40",3,713,1120,3326,34,1187,2139
26/9/2023,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 48",3,713,1120,2654,706,515,2139
26/9/2023,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,29,1,4,115,1,86,29
26/9/2023,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,25,2,5,123,2,73,50
26/9/2023,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,11,2,5,53,2,31,22
26/9/2023,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,45,7,19,26
26/9/2023,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,14,2,6,8
26/9/2023,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,9,3,3,6
26/9/2023,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,34,6,14,20
26/9/2023,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,18,2,5,88,2,52,36
26/9/2023,United States,California,Accessories,Tires and Tubes,Road Tire Tube,10,1,4,39,1,29,10
25/9/2023,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,156,42,90,66
25/9/2023,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,18,8,22,392,4,248,144
25/9/2023,France,Hauts de Seine,Clothing,Gloves,"Half-Finger Gloves, S",22,9,24,491,37,293,198
25/9/2023,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,437,123,229,208
25/9/2023,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,27,8,14,13
25/9/2023,Australia,Victoria,Accessories,Hydration Packs,Hydration Pack - 70 oz.,30,21,55,1304,346,674,630
25/9/2023,Australia,Victoria,Accessories,Hydration Packs,Hydration Pack - 70 oz.,27,21,55,1173,312,606,567
25/9/2023,Germany,Saarland,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",13,38,50,533,117,39,494
25/9/2023,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,2227,93,961,1266
25/9/2023,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,27,1,20,7
25/9/2023,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Mountain Tire,9,11,30,221,49,122,99
25/9/2023,France,Hauts de Seine,Accessories,Tires and Tubes,Touring Tire Tube,14,2,5,65,5,37,28
25/9/2023,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,13,3,5,8
25/9/2023,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,15,3,6,9
25/9/2023,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,156,42,90,66
25/9/2023,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,18,8,22,392,4,248,144
25/9/2023,France,Hauts de Seine,Clothing,Gloves,"Half-Finger Gloves, S",22,9,24,491,37,293,198
25/9/2023,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,437,123,229,208
25/9/2023,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,27,8,14,13
25/9/2023,Australia,Victoria,Accessories,Hydration Packs,Hydration Pack - 70 oz.,30,21,55,1304,346,674,630
25/9/2023,Australia,Victoria,Accessories,Hydration Packs,Hydration Pack - 70 oz.,27,21,55,1173,312,606,567
25/9/2023,Germany,Saarland,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",13,38,50,533,117,39,494
25/9/2023,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,2227,93,961,1266
25/9/2023,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,27,1,20,7
25/9/2023,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Mountain Tire,9,11,30,221,49,122,99
25/9/2023,France,Hauts de Seine,Accessories,Tires and Tubes,Touring Tire Tube,14,2,5,65,5,37,28
25/9/2023,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,13,3,5,8
25/9/2023,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,15,3,6,9
24/9/2023,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,118,2,70,48
24/9/2023,France,Pas de Calais,Clothing,Gloves,"Half-Finger Gloves, M",22,9,24,449,79,251,198
24/9/2023,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,764,216,400,364
24/9/2023,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,689,151,377,312
24/9/2023,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Black",30,13,35,882,168,492,390
24/9/2023,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,35,0,22,13
24/9/2023,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,441,84,246,195
24/9/2023,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,101,4,62,39
24/9/2023,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-100 Silver, 48",1,1912,3400,2788,612,876,1912
24/9/2023,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,1790,505,538,1252
24/9/2023,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,518,22,174,344
24/9/2023,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,1075,45,362,713
24/9/2023,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,24,0,12,12
24/9/2023,United States,Washington,Accessories,Tires and Tubes,Road Tire Tube,18,1,4,56,16,38,18
24/9/2023,United States,Washington,Accessories,Tires and Tubes,Road Tire Tube,13,1,4,41,11,28,13
24/9/2023,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,22,0,11,11
24/9/2023,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,41,9,16,25
24/9/2023,Australia,South Australia,Accessories,Tires and Tubes,HL Road Tire,1,12,33,27,6,15,12
24/9/2023,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,9,2,5,43,2,25,18
24/9/2023,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,118,2,70,48
24/9/2023,France,Pas de Calais,Clothing,Gloves,"Half-Finger Gloves, M",22,9,24,449,79,251,198
24/9/2023,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,764,216,400,364
24/9/2023,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,689,151,377,312
24/9/2023,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Black",30,13,35,882,168,492,390
24/9/2023,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,35,0,22,13
24/9/2023,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,441,84,246,195
24/9/2023,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,101,4,62,39
